Customer ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,Segment,Action,KMeans_Cluster
13380,68,3,62.4,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13381,15,159,3667.48,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13382,64,71,1164.59,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13384,26,93,1780.46,4,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13386,50,27,595.46,3,2,3,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13387,53,72,179.49,3,4,1,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13388,239,27,402.1,1,2,3,Hibernating,Re-engage with reminder emails and promotions.,2
13392,313,8,91.14,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
13393,219,66,1084.65,1,4,4,At Risk,Launch win-back campaigns and offer special discounts.,0
13394,15,234,3641.9,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13395,36,54,661.17,4,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13397,73,38,991.5,2,3,4,At Risk,Launch win-back campaigns and offer special discounts.,3
13398,84,12,193.1,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,3
13399,100,13,249.9,2,1,2,Hibernating,Re-engage with reminder emails and promotions.,0
13400,218,22,306.51,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
13402,8,56,899.98,5,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13403,23,5,129.0,4,1,1,Promising,Encourage repeat purchases with cross-selling.,3
13405,117,13,432.8,2,1,3,Hibernating,Re-engage with reminder emails and promotions.,0
13406,63,3,105.0,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13407,235,69,1791.6399999999999,1,4,5,At Risk,Launch win-back campaigns and offer special discounts.,2
13408,9,183,7164.832,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13410,29,15,369.18,4,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13412,256,29,390.35,1,2,3,Hibernating,Re-engage with reminder emails and promotions.,2
13413,275,39,146.63,1,3,1,At Risk,Launch win-back campaigns and offer special discounts.,2
13414,99,27,567.48,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
13415,266,99,596.0699999999999,1,4,3,At Risk,Launch win-back campaigns and offer special discounts.,2
13416,372,7,228.3,1,1,2,Hibernating,Re-engage with reminder emails and promotions.,2
13417,183,49,1028.66,1,3,4,At Risk,Launch win-back campaigns and offer special discounts.,0
13418,8,232,4696.04,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13421,42,157,1815.53,3,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13423,64,11,207.07999999999998,3,1,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13424,85,40,572.77,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,3
13425,144,92,1465.13,2,4,4,At Risk,Launch win-back campaigns and offer special discounts.,0
13426,18,169,3396.5,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13427,113,20,348.18,2,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
13428,150,70,281.51,2,4,2,At Risk,Launch win-back campaigns and offer special discounts.,0
13431,42,68,1345.2,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13432,207,110,429.15,1,4,3,At Risk,Launch win-back campaigns and offer special discounts.,0
13433,137,23,483.12,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
13434,21,18,551.58,4,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13435,12,43,417.9,5,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13438,183,1,46.5,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
13439,24,106,590.53,4,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13440,59,57,1221.6,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13441,67,19,321.2,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13442,303,33,279.02,1,3,2,At Risk,Launch win-back campaigns and offer special discounts.,2
13443,84,194,992.17,2,5,4,Can't Lose Them,Offer strong retention incentives and appreciation messages.,3
13444,10,57,625.38,5,4,3,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13445,262,4,119.4,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
13446,66,173,3090.21,3,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13448,9,337,4562.63,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13450,10,51,955.28,5,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13451,17,594,4131.22,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13453,38,21,379.31,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13454,277,23,219.87,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
13455,2,86,1469.29,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13457,324,9,148.22,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
13458,15,97,2139.3,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13459,260,67,1047.49,1,4,4,At Risk,Launch win-back campaigns and offer special discounts.,2
13461,43,13,516.6,3,1,3,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13462,46,62,1002.35,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13464,30,101,2153.81,4,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13465,82,31,563.08,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,3
13466,44,36,647.3,3,3,3,Need Attention,Use personalized outreach and surveys.,3
13468,4,378,6662.59,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13469,289,5,62.5,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
13472,99,28,592.24,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
13473,210,36,998.8000000000001,1,3,4,At Risk,Launch win-back campaigns and offer special discounts.,0
13474,79,61,361.7,2,4,2,At Risk,Launch win-back campaigns and offer special discounts.,3
13476,42,39,627.45,3,3,3,Need Attention,Use personalized outreach and surveys.,3
13477,91,69,1072.21,2,4,4,At Risk,Launch win-back campaigns and offer special discounts.,3
13478,105,112,1923.97,2,4,5,At Risk,Launch win-back campaigns and offer special discounts.,0
13479,88,31,439.8,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,3
13480,52,37,571.3,3,3,3,Need Attention,Use personalized outreach and surveys.,3
13481,10,107,1878.08,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13482,263,9,151.45,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
13484,19,28,446.27,4,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13485,12,119,2101.17,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13487,141,15,271.47,2,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
13488,3,264,4869.92,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13490,290,4,66.2,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
13491,8,175,3153.54,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13495,4,84,2391.39,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13497,4,47,946.78,5,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13498,366,11,194.15,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
13500,37,16,229.88,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13501,122,54,1325.95,2,3,4,At Risk,Launch win-back campaigns and offer special discounts.,0
13502,51,13,281.9,3,1,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13503,115,171,1436.84,2,5,4,Can't Lose Them,Offer strong retention incentives and appreciation messages.,0
13506,5,64,1036.97,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13508,278,13,137.92,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
13509,143,4,60.0,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
13510,11,160,2486.03,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13511,312,4,236.81,1,1,2,Hibernating,Re-engage with reminder emails and promotions.,2
13512,23,21,397.28,4,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13513,77,30,619.49,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,3
13514,64,12,463.8,3,1,3,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13515,85,16,293.1,2,2,2,Hibernating,Re-engage with reminder emails and promotions.,3
13516,53,14,246.25,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13519,78,11,220.46,2,1,2,Hibernating,Re-engage with reminder emails and promotions.,3
13520,7,97,2238.6,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13523,2,51,986.87,5,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13526,374,28,348.97999999999996,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
13527,54,229,2328.13,3,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13530,270,17,372.38,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
13531,2,60,1073.17,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13534,15,93,1750.92,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13537,61,38,593.5,3,3,3,Need Attention,Use personalized outreach and surveys.,3
13538,32,111,1612.53,4,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13539,56,45,816.17,3,3,4,Need Attention,Use personalized outreach and surveys.,3
13540,103,30,597.74,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
13541,63,7,500.25,3,1,3,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13542,12,325,3867.02,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13543,270,41,1092.06,1,3,4,At Risk,Launch win-back campaigns and offer special discounts.,2
13544,47,169,502.14,3,5,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13545,26,55,331.44,4,3,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13546,18,53,394.25,4,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13547,44,46,165.58,3,3,1,Need Attention,Use personalized outreach and surveys.,3
13548,107,62,217.63,2,4,2,At Risk,Launch win-back campaigns and offer special discounts.,0
13549,23,8,87.6,4,1,1,Promising,Encourage repeat purchases with cross-selling.,3
13550,19,43,328.51,4,3,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13551,302,1,152.4,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
13552,64,92,2410.29,3,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13553,310,90,469.2,1,4,3,At Risk,Launch win-back campaigns and offer special discounts.,2
13554,16,179,1283.78,4,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13555,14,238,3046.9,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13556,65,8,186.89999999999998,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13557,51,142,2346.92,3,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13561,33,212,1540.01,4,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13562,37,110,2923.8,3,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13564,4,1096,13527.1,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13565,47,22,174.57999999999998,3,2,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13566,70,196,817.16,3,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13567,64,200,1045.04,3,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13569,3,129,520.03,5,5,3,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13571,18,331,2305.9,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13573,15,58,369.87,5,4,2,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13574,47,100,355.95,3,4,2,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13576,9,119,2185.62,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13577,18,81,1686.02,4,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13578,45,7,76.14,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13579,5,61,977.68,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13580,42,4,67.8,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13581,50,23,162.53,3,2,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13582,25,11,241.68,4,1,2,Promising,Encourage repeat purchases with cross-selling.,3
13583,315,43,664.001,1,3,3,At Risk,Launch win-back campaigns and offer special discounts.,2
13584,134,57,208.05,2,4,2,At Risk,Launch win-back campaigns and offer special discounts.,0
13585,166,21,342.65,2,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
13586,177,21,131.53,1,2,1,Hibernating,Re-engage with reminder emails and promotions.,0
13587,85,17,417.9,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,3
13589,163,20,445.79,2,2,3,Hibernating,Re-engage with reminder emails and promotions.,0
13590,11,298,3515.09,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13591,71,34,703.96,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,3
13593,23,261,3073.66,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13594,121,5,85.35,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
13595,152,148,771.82,2,5,4,Can't Lose Them,Offer strong retention incentives and appreciation messages.,0
13597,36,16,389.15,4,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13598,131,56,511.57,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
13599,2,133,3084.65,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13600,270,18,112.85000000000001,1,2,1,Hibernating,Re-engage with reminder emails and promotions.,2
13601,28,93,458.37,4,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13602,17,34,565.68,4,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13604,294,12,263.12,1,1,2,Hibernating,Re-engage with reminder emails and promotions.,2
13605,23,51,458.17,4,3,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13607,38,24,400.3,3,2,3,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13608,176,36,236.2,2,3,2,At Risk,Launch win-back campaigns and offer special discounts.,0
13609,229,3,51.650000000000006,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
13610,23,185,953.1,4,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13611,10,151,2070.48,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13612,268,48,772.89,1,3,4,At Risk,Launch win-back campaigns and offer special discounts.,2
13613,88,57,1007.2,2,4,4,At Risk,Launch win-back campaigns and offer special discounts.,3
13614,29,58,519.08,4,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13615,35,311,5025.99,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13616,204,35,252.2,1,3,2,At Risk,Launch win-back campaigns and offer special discounts.,0
13617,44,55,530.22,3,3,3,Need Attention,Use personalized outreach and surveys.,3
13619,180,46,196.24,1,3,1,At Risk,Launch win-back campaigns and offer special discounts.,0
13620,164,4,52.339999999999996,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
13622,332,28,552.26,1,2,3,Hibernating,Re-engage with reminder emails and promotions.,2
13623,16,189,1232.08,4,5,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13624,24,15,262.77,4,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13625,232,17,230.36,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
13626,15,20,295.26,5,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13627,124,34,508.23,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
13628,312,16,310.14,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
13632,30,72,1466.28,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13634,12,252,3209.96,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13635,78,97,1766.63,2,4,5,At Risk,Launch win-back campaigns and offer special discounts.,3
13639,72,19,312.93,2,2,2,Hibernating,Re-engage with reminder emails and promotions.,3
13640,247,3,270.0,1,1,2,Hibernating,Re-engage with reminder emails and promotions.,2
13641,276,30,595.27,1,3,3,At Risk,Launch win-back campaigns and offer special discounts.,2
13642,68,47,147.17,3,3,1,Need Attention,Use personalized outreach and surveys.,3
13643,18,67,1437.53,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13646,35,54,266.5,4,3,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13647,130,54,941.18,2,3,4,At Risk,Launch win-back campaigns and offer special discounts.,0
13648,36,101,1685.58,4,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13649,2,95,1175.02,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13650,10,70,1324.7,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13651,17,4,57.35,4,1,1,Promising,Encourage repeat purchases with cross-selling.,3
13652,4,93,1436.98,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13653,123,9,152.2,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
13654,16,147,2955.61,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13655,10,56,1084.79,5,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13656,135,37,617.6,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
13658,19,118,2873.05,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13659,52,152,2752.71,3,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13660,36,37,260.99,4,3,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13661,239,16,299.74,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
13662,21,74,1163.55,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13663,16,79,1601.54,4,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13665,22,91,1489.48,4,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13666,56,6,30.5,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13668,19,268,4485.12,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13669,43,2,45.0,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13671,30,76,194.95,4,4,1,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13672,366,12,233.53,1,1,2,Hibernating,Re-engage with reminder emails and promotions.,2
13674,68,12,200.88,3,1,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13676,175,11,153.15,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
13677,40,93,298.34,3,4,2,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13679,129,50,281.26,2,3,2,At Risk,Launch win-back campaigns and offer special discounts.,0
13680,107,412,4085.91,2,5,5,Can't Lose Them,Offer strong retention incentives and appreciation messages.,0
13683,93,9,228.0,2,1,2,Hibernating,Re-engage with reminder emails and promotions.,0
13684,26,77,493.5,4,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13686,16,26,337.04,4,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13688,271,3,190.5,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
13689,80,1,19.5,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,3
13691,32,54,212.78,4,3,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13692,44,38,1163.36,3,3,4,Need Attention,Use personalized outreach and surveys.,3
13693,10,90,1556.33,5,4,4,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13694,16,118,6610.22,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13695,213,4,71.39999999999999,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
13696,57,17,867.4,3,2,4,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13698,232,38,378.07,1,3,2,At Risk,Launch win-back campaigns and offer special discounts.,2
13699,186,19,345.42,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
13700,53,42,285.21999999999997,3,3,2,Need Attention,Use personalized outreach and surveys.,3
13701,82,9,161.0,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,3
13702,81,5,135.18,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,3
13703,51,35,290.26,3,3,2,Need Attention,Use personalized outreach and surveys.,3
13705,9,54,1137.67,5,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13706,262,14,236.63,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
13707,65,87,1803.93,3,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13709,82,68,1155.3799999999999,2,4,4,At Risk,Launch win-back campaigns and offer special discounts.,3
13710,59,6,261.84,3,1,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13711,42,71,1377.82,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13712,246,15,232.89,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,2
13713,44,80,663.46,3,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13714,101,27,113.95,2,2,1,Hibernating,Re-engage with reminder emails and promotions.,0
13715,8,414,6434.67,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13717,93,21,304.37,2,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
13719,29,186,1669.9,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13721,31,14,217.39999999999998,4,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13722,56,89,2463.8,3,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13723,28,45,800.02,4,3,4,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13724,273,42,213.01,1,3,2,At Risk,Launch win-back campaigns and offer special discounts.,2
13727,247,54,455.12,1,3,3,At Risk,Launch win-back campaigns and offer special discounts.,2
13728,23,99,1804.18,4,4,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13729,71,32,476.73,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,3
13733,46,25,422.90999999999997,3,2,3,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13734,144,23,118.28999999999999,2,2,1,Hibernating,Re-engage with reminder emails and promotions.,0
13735,12,427,5692.01,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13736,61,348,1784.76,3,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13738,32,89,403.28000000000003,4,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13739,163,3,75.3,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
13740,51,66,1057.17,3,4,4,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13745,182,26,367.52,1,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
13746,49,8,163.94,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13747,60,3,50.4,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13748,18,26,715.0,4,2,3,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13750,49,44,1030.08,3,3,4,Need Attention,Use personalized outreach and surveys.,3
13752,163,15,313.65,2,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
13753,234,40,1140.91,1,3,4,At Risk,Launch win-back campaigns and offer special discounts.,2
13754,73,8,131.6,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,3
13756,21,187,2625.64,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13757,310,7,42.55,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
13758,2,156,3788.78,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13760,40,57,641.2,3,4,3,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13761,138,50,749.37,2,3,4,At Risk,Launch win-back campaigns and offer special discounts.,0
13762,285,7,231.6,1,1,2,Hibernating,Re-engage with reminder emails and promotions.,2
13763,53,8,644.7,3,1,3,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13764,205,162,1334.3,1,5,4,Can't Lose Them,Offer strong retention incentives and appreciation messages.,0
13765,289,13,248.861,1,1,2,Hibernating,Re-engage with reminder emails and promotions.,2
13766,131,17,190.35,2,2,1,Hibernating,Re-engage with reminder emails and promotions.,0
13767,5,342,12345.62,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13768,362,31,810.67,1,3,4,At Risk,Launch win-back campaigns and offer special discounts.,2
13769,3,142,2388.43,5,5,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13770,72,41,339.12,2,3,2,At Risk,Launch win-back campaigns and offer special discounts.,3
13771,169,84,2408.7,2,4,5,At Risk,Launch win-back campaigns and offer special discounts.,0
13772,36,383,1627.59,4,5,5,Loyal Customers,Strengthen relationship with exclusive offers and rewards.,3
13773,32,19,301.54,4,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13775,226,61,985.91,1,4,4,At Risk,Launch win-back campaigns and offer special discounts.,2
13777,9,71,2639.34,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13778,127,31,682.75,2,3,3,At Risk,Launch win-back campaigns and offer special discounts.,0
13779,151,25,135.63,2,2,1,Hibernating,Re-engage with reminder emails and promotions.,0
13780,43,43,375.81,3,3,2,Need Attention,Use personalized outreach and surveys.,3
13781,228,39,638.24,1,3,3,At Risk,Launch win-back campaigns and offer special discounts.,2
13782,89,115,629.32,2,4,3,At Risk,Launch win-back campaigns and offer special discounts.,3
13784,70,5,167.9,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13785,64,24,407.89,3,2,3,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13786,3,102,2074.99,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13787,94,50,805.48,2,3,4,At Risk,Launch win-back campaigns and offer special discounts.,0
13788,141,1,3.75,2,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
13789,24,18,239.46,4,2,2,Potential Loyalists,Nurture with targeted recommendations and incentives.,3
13792,58,7,103.2,3,1,1,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13793,282,7,96.0,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,2
13794,182,8,108.13,1,1,1,Hibernating,Re-engage with reminder emails and promotions.,0
13795,40,18,317.84999999999997,3,2,2,About to Sleep,Send wake-up campaigns and personalized coupons.,3
13796,135,21,278.75,2,2,2,Hibernating,Re-engage with reminder emails and promotions.,0
13797,72,71,1010.6,2,4,4,At Risk,Launch win-back campaigns and offer special discounts.,3
13798,15,85,4972.41,5,4,5,Champions,Reward with VIP programs and brand ambassador opportunities.,3
13799,80,61,1705.48,2,4,5,At Risk,Launch win-back campaigns and offer special discounts.,3
13800,66,32,562.85,3,3,3,Need Attention,Use personalized outreach and surveys.,3
