Customer ID,Recency,Frequency,Monetary,KMeans_Cluster,Cluster_Persona
13277,16,13,184.8,3,Potential Loyalists
13278,35,58,796.16,3,Potential Loyalists
13280,15,111,1124.84,3,Potential Loyalists
13281,75,21,344.55,3,Potential Loyalists
13282,42,14,181.05,3,Potential Loyalists
13283,203,12,258.4,0,At-Risk Customers
13285,236,38,561.73,2,Hibernating / Low-Value
13286,236,42,536.8100000000001,2,Hibernating / Low-Value
13287,239,51,750.89,2,Hibernating / Low-Value
13288,156,1,68.0,0,At-Risk Customers
13289,359,14,236.25,2,Hibernating / Low-Value
13291,50,262,2540.75,3,Potential Loyalists
13292,51,25,359.17,3,Potential Loyalists
13293,28,68,1083.79,3,Potential Loyalists
13294,282,46,745.89,2,Hibernating / Low-Value
13295,12,56,877.37,3,Potential Loyalists
13296,59,45,643.86,3,Potential Loyalists
13297,21,38,889.53,3,Potential Loyalists
13299,59,47,773.4,3,Potential Loyalists
13300,24,32,734.22,3,Potential Loyalists
13303,36,3,51.769999999999996,3,Potential Loyalists
13304,91,53,799.97,3,Potential Loyalists
13305,8,106,1386.68,3,Potential Loyalists
13306,66,4,53.65,3,Potential Loyalists
13307,228,12,202.24,2,Hibernating / Low-Value
13308,232,16,263.36,2,Hibernating / Low-Value
13309,28,23,249.57999999999998,3,Potential Loyalists
13310,16,23,409.17,3,Potential Loyalists
13312,87,5,124.75,3,Potential Loyalists
13313,115,101,1783.64,0,At-Risk Customers
13315,325,21,299.82,2,Hibernating / Low-Value
13316,28,45,1021.04,3,Potential Loyalists
13317,21,195,3407.351,3,Potential Loyalists
13319,1,438,9439.72,3,Potential Loyalists
13320,70,44,679.4,3,Potential Loyalists
13324,64,30,1136.0,3,Potential Loyalists
13326,68,12,256.26,3,Potential Loyalists
13327,1,216,5234.9,3,Potential Loyalists
13329,2,72,1503.0,3,Potential Loyalists
13330,91,58,1410.56,3,Potential Loyalists
13331,37,10,165.5,3,Potential Loyalists
13333,47,47,850.35,3,Potential Loyalists
13334,172,203,2419.49,0,At-Risk Customers
13337,182,72,1230.59,0,At-Risk Customers
13338,177,90,1456.05,0,At-Risk Customers
13340,53,19,1456.42,3,Potential Loyalists
13346,98,3,149.4,0,At-Risk Customers
13357,130,289,2813.16,0,At-Risk Customers
13359,39,31,543.8,3,Potential Loyalists
13360,67,56,1250.29,3,Potential Loyalists
13361,108,33,1315.5,0,At-Risk Customers
13362,14,128,2176.33,3,Potential Loyalists
13363,45,40,705.46,3,Potential Loyalists
13367,67,18,359.4,3,Potential Loyalists
13368,50,22,448.1,3,Potential Loyalists
13369,1,11,198.38,3,Potential Loyalists
13370,7,35,655.75,3,Potential Loyalists
13371,141,78,1666.76,0,At-Risk Customers
13373,51,174,3328.43,3,Potential Loyalists
13374,50,16,372.8,3,Potential Loyalists
13375,80,25,501.6,3,Potential Loyalists
13377,32,68,1237.06,3,Potential Loyalists
13380,68,3,62.4,3,Potential Loyalists
13381,15,159,3667.48,3,Potential Loyalists
13382,64,71,1164.59,3,Potential Loyalists
13384,26,93,1780.46,3,Potential Loyalists
13386,50,27,595.46,3,Potential Loyalists
13387,53,72,179.49,3,Potential Loyalists
13388,239,27,402.1,2,Hibernating / Low-Value
13392,313,8,91.14,2,Hibernating / Low-Value
13393,219,66,1084.65,0,At-Risk Customers
13394,15,234,3641.9,3,Potential Loyalists
13395,36,54,661.17,3,Potential Loyalists
13397,73,38,991.5,3,Potential Loyalists
13398,84,12,193.1,3,Potential Loyalists
13399,100,13,249.9,0,At-Risk Customers
13400,218,22,306.51,0,At-Risk Customers
13402,8,56,899.98,3,Potential Loyalists
13403,23,5,129.0,3,Potential Loyalists
13405,117,13,432.8,0,At-Risk Customers
13406,63,3,105.0,3,Potential Loyalists
13407,235,69,1791.6399999999999,2,Hibernating / Low-Value
13408,9,183,7164.832,3,Potential Loyalists
13410,29,15,369.18,3,Potential Loyalists
13412,256,29,390.35,2,Hibernating / Low-Value
13413,275,39,146.63,2,Hibernating / Low-Value
13414,99,27,567.48,0,At-Risk Customers
13415,266,99,596.0699999999999,2,Hibernating / Low-Value
13416,372,7,228.3,2,Hibernating / Low-Value
13417,183,49,1028.66,0,At-Risk Customers
13418,8,232,4696.04,3,Potential Loyalists
13421,42,157,1815.53,3,Potential Loyalists
13423,64,11,207.07999999999998,3,Potential Loyalists
13424,85,40,572.77,3,Potential Loyalists
13425,144,92,1465.13,0,At-Risk Customers
13426,18,169,3396.5,3,Potential Loyalists
13427,113,20,348.18,0,At-Risk Customers
13428,150,70,281.51,0,At-Risk Customers
13431,42,68,1345.2,3,Potential Loyalists
13432,207,110,429.15,0,At-Risk Customers
13433,137,23,483.12,0,At-Risk Customers
13434,21,18,551.58,3,Potential Loyalists
13435,12,43,417.9,3,Potential Loyalists
13438,183,1,46.5,0,At-Risk Customers
13439,24,106,590.53,3,Potential Loyalists
13440,59,57,1221.6,3,Potential Loyalists
13441,67,19,321.2,3,Potential Loyalists
13442,303,33,279.02,2,Hibernating / Low-Value
13443,84,194,992.17,3,Potential Loyalists
13444,10,57,625.38,3,Potential Loyalists
13445,262,4,119.4,2,Hibernating / Low-Value
13446,66,173,3090.21,3,Potential Loyalists
13448,9,337,4562.63,3,Potential Loyalists
13450,10,51,955.28,3,Potential Loyalists
13451,17,594,4131.22,3,Potential Loyalists
13453,38,21,379.31,3,Potential Loyalists
13454,277,23,219.87,2,Hibernating / Low-Value
13455,2,86,1469.29,3,Potential Loyalists
13457,324,9,148.22,2,Hibernating / Low-Value
13458,15,97,2139.3,3,Potential Loyalists
13459,260,67,1047.49,2,Hibernating / Low-Value
13461,43,13,516.6,3,Potential Loyalists
13462,46,62,1002.35,3,Potential Loyalists
13464,30,101,2153.81,3,Potential Loyalists
13465,82,31,563.08,3,Potential Loyalists
13466,44,36,647.3,3,Potential Loyalists
13468,4,378,6662.59,3,Potential Loyalists
13469,289,5,62.5,2,Hibernating / Low-Value
13472,99,28,592.24,0,At-Risk Customers
13473,210,36,998.8000000000001,0,At-Risk Customers
13474,79,61,361.7,3,Potential Loyalists
13476,42,39,627.45,3,Potential Loyalists
13477,91,69,1072.21,3,Potential Loyalists
13478,105,112,1923.97,0,At-Risk Customers
13479,88,31,439.8,3,Potential Loyalists
13480,52,37,571.3,3,Potential Loyalists
13481,10,107,1878.08,3,Potential Loyalists
13482,263,9,151.45,2,Hibernating / Low-Value
13484,19,28,446.27,3,Potential Loyalists
13485,12,119,2101.17,3,Potential Loyalists
13487,141,15,271.47,0,At-Risk Customers
13488,3,264,4869.92,3,Potential Loyalists
13490,290,4,66.2,2,Hibernating / Low-Value
13491,8,175,3153.54,3,Potential Loyalists
13495,4,84,2391.39,3,Potential Loyalists
13497,4,47,946.78,3,Potential Loyalists
13498,366,11,194.15,2,Hibernating / Low-Value
13500,37,16,229.88,3,Potential Loyalists
13501,122,54,1325.95,0,At-Risk Customers
13502,51,13,281.9,3,Potential Loyalists
13503,115,171,1436.84,0,At-Risk Customers
13506,5,64,1036.97,3,Potential Loyalists
13508,278,13,137.92,2,Hibernating / Low-Value
13509,143,4,60.0,0,At-Risk Customers
13510,11,160,2486.03,3,Potential Loyalists
13511,312,4,236.81,2,Hibernating / Low-Value
13512,23,21,397.28,3,Potential Loyalists
13513,77,30,619.49,3,Potential Loyalists
13514,64,12,463.8,3,Potential Loyalists
13515,85,16,293.1,3,Potential Loyalists
13516,53,14,246.25,3,Potential Loyalists
13519,78,11,220.46,3,Potential Loyalists
13520,7,97,2238.6,3,Potential Loyalists
13523,2,51,986.87,3,Potential Loyalists
13526,374,28,348.97999999999996,2,Hibernating / Low-Value
13527,54,229,2328.13,3,Potential Loyalists
13530,270,17,372.38,2,Hibernating / Low-Value
13531,2,60,1073.17,3,Potential Loyalists
13534,15,93,1750.92,3,Potential Loyalists
13537,61,38,593.5,3,Potential Loyalists
13538,32,111,1612.53,3,Potential Loyalists
13539,56,45,816.17,3,Potential Loyalists
13540,103,30,597.74,0,At-Risk Customers
13541,63,7,500.25,3,Potential Loyalists
13542,12,325,3867.02,3,Potential Loyalists
13543,270,41,1092.06,2,Hibernating / Low-Value
13544,47,169,502.14,3,Potential Loyalists
13545,26,55,331.44,3,Potential Loyalists
13546,18,53,394.25,3,Potential Loyalists
13547,44,46,165.58,3,Potential Loyalists
13548,107,62,217.63,0,At-Risk Customers
13549,23,8,87.6,3,Potential Loyalists
13550,19,43,328.51,3,Potential Loyalists
13551,302,1,152.4,2,Hibernating / Low-Value
13552,64,92,2410.29,3,Potential Loyalists
13553,310,90,469.2,2,Hibernating / Low-Value
13554,16,179,1283.78,3,Potential Loyalists
13555,14,238,3046.9,3,Potential Loyalists
13556,65,8,186.89999999999998,3,Potential Loyalists
13557,51,142,2346.92,3,Potential Loyalists
13561,33,212,1540.01,3,Potential Loyalists
13562,37,110,2923.8,3,Potential Loyalists
13564,4,1096,13527.1,3,Potential Loyalists
13565,47,22,174.57999999999998,3,Potential Loyalists
13566,70,196,817.16,3,Potential Loyalists
13567,64,200,1045.04,3,Potential Loyalists
13569,3,129,520.03,3,Potential Loyalists
13571,18,331,2305.9,3,Potential Loyalists
13573,15,58,369.87,3,Potential Loyalists
13574,47,100,355.95,3,Potential Loyalists
13576,9,119,2185.62,3,Potential Loyalists
13577,18,81,1686.02,3,Potential Loyalists
13578,45,7,76.14,3,Potential Loyalists
13579,5,61,977.68,3,Potential Loyalists
13580,42,4,67.8,3,Potential Loyalists
13581,50,23,162.53,3,Potential Loyalists
13582,25,11,241.68,3,Potential Loyalists
13583,315,43,664.001,2,Hibernating / Low-Value
13584,134,57,208.05,0,At-Risk Customers
13585,166,21,342.65,0,At-Risk Customers
13586,177,21,131.53,0,At-Risk Customers
13587,85,17,417.9,3,Potential Loyalists
13589,163,20,445.79,0,At-Risk Customers
13590,11,298,3515.09,3,Potential Loyalists
13591,71,34,703.96,3,Potential Loyalists
13593,23,261,3073.66,3,Potential Loyalists
13594,121,5,85.35,0,At-Risk Customers
13595,152,148,771.82,0,At-Risk Customers
13597,36,16,389.15,3,Potential Loyalists
13598,131,56,511.57,0,At-Risk Customers
13599,2,133,3084.65,3,Potential Loyalists
13600,270,18,112.85000000000001,2,Hibernating / Low-Value
13601,28,93,458.37,3,Potential Loyalists
13602,17,34,565.68,3,Potential Loyalists
13604,294,12,263.12,2,Hibernating / Low-Value
13605,23,51,458.17,3,Potential Loyalists
13607,38,24,400.3,3,Potential Loyalists
13608,176,36,236.2,0,At-Risk Customers
13609,229,3,51.650000000000006,2,Hibernating / Low-Value
13610,23,185,953.1,3,Potential Loyalists
13611,10,151,2070.48,3,Potential Loyalists
13612,268,48,772.89,2,Hibernating / Low-Value
13613,88,57,1007.2,3,Potential Loyalists
13614,29,58,519.08,3,Potential Loyalists
13615,35,311,5025.99,3,Potential Loyalists
13616,204,35,252.2,0,At-Risk Customers
13617,44,55,530.22,3,Potential Loyalists
13619,180,46,196.24,0,At-Risk Customers
13620,164,4,52.339999999999996,0,At-Risk Customers
13622,332,28,552.26,2,Hibernating / Low-Value
13623,16,189,1232.08,3,Potential Loyalists
13624,24,15,262.77,3,Potential Loyalists
13625,232,17,230.36,2,Hibernating / Low-Value
13626,15,20,295.26,3,Potential Loyalists
13627,124,34,508.23,0,At-Risk Customers
13628,312,16,310.14,2,Hibernating / Low-Value
13632,30,72,1466.28,3,Potential Loyalists
13634,12,252,3209.96,3,Potential Loyalists
13635,78,97,1766.63,3,Potential Loyalists
13639,72,19,312.93,3,Potential Loyalists
13640,247,3,270.0,2,Hibernating / Low-Value
13641,276,30,595.27,2,Hibernating / Low-Value
13642,68,47,147.17,3,Potential Loyalists
13643,18,67,1437.53,3,Potential Loyalists
13646,35,54,266.5,3,Potential Loyalists
13647,130,54,941.18,0,At-Risk Customers
13648,36,101,1685.58,3,Potential Loyalists
13649,2,95,1175.02,3,Potential Loyalists
13650,10,70,1324.7,3,Potential Loyalists
13651,17,4,57.35,3,Potential Loyalists
13652,4,93,1436.98,3,Potential Loyalists
13653,123,9,152.2,0,At-Risk Customers
13654,16,147,2955.61,3,Potential Loyalists
13655,10,56,1084.79,3,Potential Loyalists
13656,135,37,617.6,0,At-Risk Customers
13658,19,118,2873.05,3,Potential Loyalists
13659,52,152,2752.71,3,Potential Loyalists
13660,36,37,260.99,3,Potential Loyalists
13661,239,16,299.74,2,Hibernating / Low-Value
13662,21,74,1163.55,3,Potential Loyalists
13663,16,79,1601.54,3,Potential Loyalists
13665,22,91,1489.48,3,Potential Loyalists
13666,56,6,30.5,3,Potential Loyalists
13668,19,268,4485.12,3,Potential Loyalists
13669,43,2,45.0,3,Potential Loyalists
13671,30,76,194.95,3,Potential Loyalists
13672,366,12,233.53,2,Hibernating / Low-Value
13674,68,12,200.88,3,Potential Loyalists
13676,175,11,153.15,0,At-Risk Customers
13677,40,93,298.34,3,Potential Loyalists
13679,129,50,281.26,0,At-Risk Customers
13680,107,412,4085.91,0,At-Risk Customers
13683,93,9,228.0,0,At-Risk Customers
13684,26,77,493.5,3,Potential Loyalists
13686,16,26,337.04,3,Potential Loyalists
13688,271,3,190.5,2,Hibernating / Low-Value
13689,80,1,19.5,3,Potential Loyalists
13691,32,54,212.78,3,Potential Loyalists
13692,44,38,1163.36,3,Potential Loyalists
13693,10,90,1556.33,3,Potential Loyalists
13694,16,118,6610.22,3,Potential Loyalists
13695,213,4,71.39999999999999,0,At-Risk Customers
13696,57,17,867.4,3,Potential Loyalists
13698,232,38,378.07,2,Hibernating / Low-Value
13699,186,19,345.42,0,At-Risk Customers
13700,53,42,285.21999999999997,3,Potential Loyalists
13701,82,9,161.0,3,Potential Loyalists
13702,81,5,135.18,3,Potential Loyalists
13703,51,35,290.26,3,Potential Loyalists
13705,9,54,1137.67,3,Potential Loyalists
13706,262,14,236.63,2,Hibernating / Low-Value
13707,65,87,1803.93,3,Potential Loyalists
13709,82,68,1155.3799999999999,3,Potential Loyalists
13710,59,6,261.84,3,Potential Loyalists
13711,42,71,1377.82,3,Potential Loyalists
13712,246,15,232.89,2,Hibernating / Low-Value
13713,44,80,663.46,3,Potential Loyalists
13714,101,27,113.95,0,At-Risk Customers
13715,8,414,6434.67,3,Potential Loyalists
13717,93,21,304.37,0,At-Risk Customers
13719,29,186,1669.9,3,Potential Loyalists
13721,31,14,217.39999999999998,3,Potential Loyalists
13722,56,89,2463.8,3,Potential Loyalists
13723,28,45,800.02,3,Potential Loyalists
13724,273,42,213.01,2,Hibernating / Low-Value
13727,247,54,455.12,2,Hibernating / Low-Value
13728,23,99,1804.18,3,Potential Loyalists
13729,71,32,476.73,3,Potential Loyalists
13733,46,25,422.90999999999997,3,Potential Loyalists
13734,144,23,118.28999999999999,0,At-Risk Customers
13735,12,427,5692.01,3,Potential Loyalists
13736,61,348,1784.76,3,Potential Loyalists
13738,32,89,403.28000000000003,3,Potential Loyalists
13739,163,3,75.3,0,At-Risk Customers
13740,51,66,1057.17,3,Potential Loyalists
13745,182,26,367.52,0,At-Risk Customers
13746,49,8,163.94,3,Potential Loyalists
13747,60,3,50.4,3,Potential Loyalists
13748,18,26,715.0,3,Potential Loyalists
13750,49,44,1030.08,3,Potential Loyalists
13752,163,15,313.65,0,At-Risk Customers
13753,234,40,1140.91,2,Hibernating / Low-Value
13754,73,8,131.6,3,Potential Loyalists
13756,21,187,2625.64,3,Potential Loyalists
13757,310,7,42.55,2,Hibernating / Low-Value
13758,2,156,3788.78,3,Potential Loyalists
13760,40,57,641.2,3,Potential Loyalists
13761,138,50,749.37,0,At-Risk Customers
13762,285,7,231.6,2,Hibernating / Low-Value
13763,53,8,644.7,3,Potential Loyalists
13764,205,162,1334.3,0,At-Risk Customers
13765,289,13,248.861,2,Hibernating / Low-Value
13766,131,17,190.35,0,At-Risk Customers
13767,5,342,12345.62,3,Potential Loyalists
13768,362,31,810.67,2,Hibernating / Low-Value
13769,3,142,2388.43,3,Potential Loyalists
13770,72,41,339.12,3,Potential Loyalists
13771,169,84,2408.7,0,At-Risk Customers
13772,36,383,1627.59,3,Potential Loyalists
13773,32,19,301.54,3,Potential Loyalists
13775,226,61,985.91,2,Hibernating / Low-Value
13777,9,71,2639.34,3,Potential Loyalists
13778,127,31,682.75,0,At-Risk Customers
13779,151,25,135.63,0,At-Risk Customers
13780,43,43,375.81,3,Potential Loyalists
13781,228,39,638.24,2,Hibernating / Low-Value
13782,89,115,629.32,3,Potential Loyalists
13784,70,5,167.9,3,Potential Loyalists
13785,64,24,407.89,3,Potential Loyalists
13786,3,102,2074.99,3,Potential Loyalists
13787,94,50,805.48,0,At-Risk Customers
13788,141,1,3.75,0,At-Risk Customers
13789,24,18,239.46,3,Potential Loyalists
13792,58,7,103.2,3,Potential Loyalists
13793,282,7,96.0,2,Hibernating / Low-Value
13794,182,8,108.13,0,At-Risk Customers
13795,40,18,317.84999999999997,3,Potential Loyalists
13796,135,21,278.75,0,At-Risk Customers
13797,72,71,1010.6,3,Potential Loyalists
13798,15,85,4972.41,3,Potential Loyalists
13799,80,61,1705.48,3,Potential Loyalists
13800,66,32,562.85,3,Potential Loyalists
13802,10,275,7433.0599999999995,3,Potential Loyalists
13803,67,57,962.56,3,Potential Loyalists
13804,71,32,572.73,3,Potential Loyalists
13807,3,20,341.85,3,Potential Loyalists
13809,30,12,246.25,3,Potential Loyalists
13813,163,62,1059.93,0,At-Risk Customers
13814,163,18,568.2,0,At-Risk Customers
13815,42,162,2434.55,3,Potential Loyalists
13818,65,5,61.28,3,Potential Loyalists
13819,305,57,1201.5,2,Hibernating / Low-Value
13820,54,87,625.2,3,Potential Loyalists
13821,29,147,945.24,3,Potential Loyalists
13823,16,111,1932.59,3,Potential Loyalists
13824,15,50,1298.96,3,Potential Loyalists
13825,257,39,230.39,2,Hibernating / Low-Value
13829,57,1,102.0,3,Potential Loyalists
13830,217,8,110.2,0,At-Risk Customers
13831,57,81,1623.03,3,Potential Loyalists
13832,58,48,317.89,3,Potential Loyalists
13833,40,14,245.66,3,Potential Loyalists
13834,212,11,195.5,0,At-Risk Customers
13835,155,11,178.3,0,At-Risk Customers
13836,35,24,449.03,3,Potential Loyalists
13838,5,290,1192.16,3,Potential Loyalists
13839,122,7,139.95000000000002,0,At-Risk Customers
13840,52,38,579.8,3,Potential Loyalists
13842,2,130,1868.79,3,Potential Loyalists
13843,17,15,260.05,3,Potential Loyalists
13846,35,26,442.73,3,Potential Loyalists
13847,355,15,237.82,2,Hibernating / Low-Value
13849,33,100,1601.54,3,Potential Loyalists
13851,15,55,1578.1,3,Potential Loyalists
13852,246,11,187.35,2,Hibernating / Low-Value
13854,1,53,1811.6,3,Potential Loyalists
13855,136,71,1185.85,0,At-Risk Customers
13856,99,29,421.57,0,At-Risk Customers
13857,29,124,908.68,3,Potential Loyalists
13859,165,4,81.15,0,At-Risk Customers
13861,65,19,240.61,3,Potential Loyalists
13862,25,21,346.72999999999996,3,Potential Loyalists
13863,101,42,795.37,0,At-Risk Customers
13869,17,527,4446.39,3,Potential Loyalists
13870,23,110,1845.78,3,Potential Loyalists
13871,64,60,1271.2,3,Potential Loyalists
13872,163,54,862.37,0,At-Risk Customers
13873,19,28,443.1,3,Potential Loyalists
13874,140,43,912.0,0,At-Risk Customers
13875,23,157,2568.08,3,Potential Loyalists
13877,106,15,250.02,0,At-Risk Customers
13878,183,59,892.85,0,At-Risk Customers
13879,281,24,375.6,2,Hibernating / Low-Value
13880,3,64,1171.8899999999999,3,Potential Loyalists
13881,58,93,5730.04,3,Potential Loyalists
13883,39,154,3139.72,3,Potential Loyalists
13884,12,125,1041.18,3,Potential Loyalists
13888,40,129,1321.53,3,Potential Loyalists
13889,18,68,1574.33,3,Potential Loyalists
13890,10,61,1011.12,3,Potential Loyalists
13891,14,95,798.21,3,Potential Loyalists
13892,211,1,12.6,0,At-Risk Customers
13895,151,56,1033.0,0,At-Risk Customers
13896,261,19,261.05,2,Hibernating / Low-Value
13897,74,39,810.77,3,Potential Loyalists
13898,47,32,504.27,3,Potential Loyalists
13900,25,51,793.32,3,Potential Loyalists
13901,10,138,2259.28,3,Potential Loyalists
13902,360,6,357.66,2,Hibernating / Low-Value
13903,36,10,165.45000000000002,3,Potential Loyalists
13905,368,11,301.70000000000005,2,Hibernating / Low-Value
13907,327,4,136.79999999999998,2,Hibernating / Low-Value
13909,59,32,207.7,3,Potential Loyalists
13911,15,76,1164.87,3,Potential Loyalists
13912,59,7,124.95,3,Potential Loyalists
13913,142,1,13.52,0,At-Risk Customers
13915,30,2,70.8,3,Potential Loyalists
13916,99,68,1026.36,0,At-Risk Customers
13919,60,42,783.75,3,Potential Loyalists
13920,67,62,1071.3,3,Potential Loyalists
13921,38,38,620.75,3,Potential Loyalists
13922,73,21,557.65,3,Potential Loyalists
13927,73,18,318.95,3,Potential Loyalists
13929,52,34,1075.95,3,Potential Loyalists
13931,28,205,3671.94,3,Potential Loyalists
13935,232,44,2098.72,2,Hibernating / Low-Value
13936,18,31,528.18,3,Potential Loyalists
13937,38,41,658.65,3,Potential Loyalists
13939,67,57,801.11,3,Potential Loyalists
13941,8,29,1756.56,3,Potential Loyalists
13943,213,13,221.04,0,At-Risk Customers
13944,289,34,192.87,2,Hibernating / Low-Value
13945,30,47,764.55,3,Potential Loyalists
13946,12,38,688.0,3,Potential Loyalists
13948,47,19,387.06,3,Potential Loyalists
13952,16,204,5680.07,3,Potential Loyalists
13955,11,48,136.4,3,Potential Loyalists
13957,53,26,438.35,3,Potential Loyalists
13958,15,188,3364.31,3,Potential Loyalists
13959,35,67,413.0,3,Potential Loyalists
13961,28,16,364.05,3,Potential Loyalists
13962,71,11,180.5,3,Potential Loyalists
13963,3,117,1875.98,3,Potential Loyalists
13964,23,24,438.9,3,Potential Loyalists
13965,112,20,475.2,0,At-Risk Customers
13966,71,20,269.9,3,Potential Loyalists
13967,32,3,65.7,3,Potential Loyalists
13968,59,5,78.3,3,Potential Loyalists
13969,1,471,4062.93,3,Potential Loyalists
13970,22,11,359.35,3,Potential Loyalists
13971,59,100,1791.24,3,Potential Loyalists
13974,218,14,244.23000000000002,0,At-Risk Customers
13975,29,410,2786.69,3,Potential Loyalists
13976,142,39,714.78,0,At-Risk Customers
13977,47,8,384.45,3,Potential Loyalists
13979,29,343,2422.09,3,Potential Loyalists
13980,75,50,537.23,3,Potential Loyalists
13981,51,17,260.59,3,Potential Loyalists
13982,1,133,1839.3799999999999,3,Potential Loyalists
13983,2,212,3264.91,3,Potential Loyalists
13984,2,73,964.29,3,Potential Loyalists
13985,10,124,2716.03,3,Potential Loyalists
13987,15,46,682.54,3,Potential Loyalists
13988,19,60,599.89,3,Potential Loyalists
13989,100,39,670.46,0,At-Risk Customers
13992,16,6,142.7,3,Potential Loyalists
13993,15,125,2868.7,3,Potential Loyalists
13995,15,140,2440.28,3,Potential Loyalists
13996,22,30,738.48,3,Potential Loyalists
13997,155,40,268.36,0,At-Risk Customers
13998,82,27,449.1,3,Potential Loyalists
13999,10,243,4841.71,3,Potential Loyalists
14000,50,20,963.5600000000001,3,Potential Loyalists
14001,9,66,1959.01,3,Potential Loyalists
14003,368,15,199.32999999999998,2,Hibernating / Low-Value
14004,29,62,1336.1,3,Potential Loyalists
14006,164,36,491.4,0,At-Risk Customers
14007,148,4,59.58,0,At-Risk Customers
14008,68,32,509.04,3,Potential Loyalists
14009,98,24,299.3,0,At-Risk Customers
14010,201,23,382.15,0,At-Risk Customers
14011,116,26,365.66,0,At-Risk Customers
14013,16,31,550.6,3,Potential Loyalists
14014,12,28,763.89,3,Potential Loyalists
14016,32,257,5254.9,3,Potential Loyalists
14017,207,13,217.0,0,At-Risk Customers
14018,281,12,341.95,2,Hibernating / Low-Value
14020,112,27,494.71,0,At-Risk Customers
14021,10,58,902.0699999999999,3,Potential Loyalists
14022,122,19,352.15,0,At-Risk Customers
14024,26,15,254.74,3,Potential Loyalists
14025,100,75,2767.79,0,At-Risk Customers
14026,106,50,713.11,0,At-Risk Customers
14030,2,574,4354.5,3,Potential Loyalists
14031,1,435,14403.14,3,Potential Loyalists
14032,2,92,1625.92,3,Potential Loyalists
14035,42,76,969.11,3,Potential Loyalists
14037,114,81,582.51,0,At-Risk Customers
14038,33,63,1208.8,3,Potential Loyalists
14039,211,3,38.760000000000005,0,At-Risk Customers
14040,22,527,7578.86,3,Potential Loyalists
14042,361,20,402.08,2,Hibernating / Low-Value
14043,127,39,214.75,0,At-Risk Customers
14044,54,629,2203.12,3,Potential Loyalists
14045,176,1,34.0,0,At-Risk Customers
14047,8,118,2403.05,3,Potential Loyalists
14048,18,54,283.69,3,Potential Loyalists
14049,23,531,5661.64,3,Potential Loyalists
14051,2,105,5850.05,3,Potential Loyalists
14052,26,66,213.0,3,Potential Loyalists
14053,33,3,68.25,3,Potential Loyalists
14055,213,15,395.75,0,At-Risk Customers
14057,17,157,1772.65,3,Potential Loyalists
14058,98,23,443.69,0,At-Risk Customers
14060,36,29,1212.32,3,Potential Loyalists
14061,360,13,441.98,2,Hibernating / Low-Value
14062,10,168,5876.73,3,Potential Loyalists
14063,322,4,152.9,2,Hibernating / Low-Value
14064,66,153,1495.81,3,Potential Loyalists
14065,25,42,769.72,3,Potential Loyalists
14068,239,78,1075.67,2,Hibernating / Low-Value
14069,150,40,191.61,0,At-Risk Customers
14070,320,38,248.4,2,Hibernating / Low-Value
14072,302,17,319.95,2,Hibernating / Low-Value
14074,259,1,20.0,2,Hibernating / Low-Value
14075,39,31,484.26,3,Potential Loyalists
14077,31,13,108.1,3,Potential Loyalists
14078,9,94,582.5,3,Potential Loyalists
14080,49,63,554.58,3,Potential Loyalists
14081,5,755,3843.13,3,Potential Loyalists
14082,28,35,207.71,3,Potential Loyalists
14083,7,71,346.81,3,Potential Loyalists
14084,148,3,56.4,0,At-Risk Customers
14085,4,577,4802.15,3,Potential Loyalists
14087,40,145,523.05,3,Potential Loyalists
14088,42,39,3244.5,3,Potential Loyalists
14092,10,148,2863.32,3,Potential Loyalists
14094,75,44,257.82,3,Potential Loyalists
14095,358,1,2.95,2,Hibernating / Low-Value
14097,117,38,367.46,0,At-Risk Customers
14099,11,272,2634.79,3,Potential Loyalists
14101,106,16,535.86,0,At-Risk Customers
14104,25,117,447.38,3,Potential Loyalists
14105,44,190,4205.36,3,Potential Loyalists
14107,84,95,1817.85,3,Potential Loyalists
14108,367,16,339.65,2,Hibernating / Low-Value
14110,71,212,5049.64,3,Potential Loyalists
14112,87,150,2441.14,3,Potential Loyalists
14113,11,57,1753.35,3,Potential Loyalists
14114,31,53,851.7,3,Potential Loyalists
14115,137,16,322.07,0,At-Risk Customers
14118,64,12,279.35,3,Potential Loyalists
14119,11,8,117.03999999999999,3,Potential Loyalists
14122,42,10,198.74,3,Potential Loyalists
14123,369,23,423.43,2,Hibernating / Low-Value
14126,80,26,423.03,3,Potential Loyalists
14127,16,70,1113.57,3,Potential Loyalists
14128,187,19,286.71,0,At-Risk Customers
14129,35,52,1356.96,3,Potential Loyalists
14130,11,151,1157.36,3,Potential Loyalists
14131,284,52,187.87,2,Hibernating / Low-Value
14133,369,4,116.1,2,Hibernating / Low-Value
14134,18,112,4755.53,3,Potential Loyalists
14135,3,78,1150.16,3,Potential Loyalists
14136,36,94,1412.11,3,Potential Loyalists
14137,331,5,120.6,2,Hibernating / Low-Value
14139,126,40,607.78,0,At-Risk Customers
14142,9,40,638.43,3,Potential Loyalists
14144,122,1,30.6,0,At-Risk Customers
14146,19,220,4148.87,3,Potential Loyalists
14147,24,16,484.2,3,Potential Loyalists
14148,50,13,181.59,3,Potential Loyalists
14151,309,42,646.8,2,Hibernating / Low-Value
14152,23,80,1249.33,3,Potential Loyalists
14153,119,17,233.39999999999998,0,At-Risk Customers
14154,17,220,3876.02,3,Potential Loyalists
